Trade #,Signal Timestamp,Signal Date,Daily Source Date,4H State Timestamp,Entry Timestamp,Exit Timestamp,Direction,Signal Close,Entry Price,Exit Price,Signal 1H ATR14,Initial SL,Exit/Final Stop,High-Water Mark,Daily Close,Daily EMA50,Daily EMA200,Daily Trend OK,4H EMA50,4H EMA100,4H RSI14,4H ATR14,4H EMA Spread,0.15×ATR Threshold,4H Separation OK,4H Breakout (20 prior incl. used 4H),4H Previous Active Breakout,1H Previous Close,Fresh Breakout OK,Initial Risk Points,Gross Points,Gross P&L (₹),Charges (₹),Net P&L (₹),R Multiple,Cumulative Net (₹),Peak Net (₹),Drawdown (₹),Exit Reason,Holding Bars,Daily EMA Fast,Daily EMA Slow,4H EMA Fast,4H EMA Slow,4H RSI Min,Breakout Length,Spread Min ATR,1H ATR Length,Initial SL ATR,TSL ATR,Baseline Slippage Points/Side,Contract Qty (g),₹ per Price Point / Lot
102,2023-04-13 18:00:00+05:30,2023-04-13,2023-04-12,2023-04-13T13:00:00+05:30,2023-04-13 19:00:00+05:30,2023-04-14 18:00:00+05:30,LONG,60945.0,60937.0,60628.96440565377,149.01779717311476,60638.96440565377,60638.96440565377,61142.0,60404.0,57844.55074825075,54392.50158621565,True,59757.426657215074,58922.688560489216,62.95743864453695,302.6695990810535,834.7380967258578,45.400439862158024,True,60935.0,60935.0,60735.0,True,298.0355943462273,-308.0355943462273,-3080.355943462273,157.45625012330703,-3237.81219358558,-1.086384396698678,121699.9338385626,124937.74603214818,-3237.8121935855743,intrabar_stop,6,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
103,2023-05-02 21:00:00+05:30,2023-05-02,2023-05-01,2023-05-02T17:00:00+05:30,2023-05-02 22:00:00+05:30,2023-05-05 16:00:00+05:30,LONG,60666.0,60675.0,61202.612826560275,162.1695849139998,60350.660830172,61212.612826560275,61775.0,59979.0,58761.92438348061,55091.50741129691,True,60014.72868933116,59642.955263723365,61.07661853921464,311.2371667402049,371.7734256077965,46.68557501103073,True,60550.0,60449.0,60510.0,False,324.3391698280029,527.6128265602747,5276.128265602747,158.0734800248843,5118.054785577862,1.5779946616660476,126817.98862414046,126817.98862414046,0.0,intrabar_stop,39,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
104,2023-07-20 09:00:00+05:30,2023-07-20,2023-07-19,2023-07-19T21:00:00+05:30,2023-07-20 10:00:00+05:30,2023-07-20 18:00:00+05:30,LONG,59805.0,59825.0,59605.05146707626,104.97426646186993,59615.05146707626,59615.05146707626,59825.0,59683.0,59076.89861433477,56960.80618592807,True,59018.24036567976,58975.21611848187,67.70905129385721,193.7561972678039,43.02424719789269,29.063429590170585,True,59767.0,59767.0,59666.0,True,209.9485329237432,-219.9485329237432,-2199.485329237432,155.5521187179064,-2355.0374479553384,-1.1217213167241933,124462.95117618512,126817.98862414046,-2355.037447955343,intrabar_stop,8,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
105,2023-07-31 22:00:00+05:30,2023-07-31,2023-07-28,2023-07-31T17:00:00+05:30,2023-07-31 23:00:00+05:30,2023-08-01 18:00:00+05:30,LONG,59569.0,59584.0,59398.18503279186,109.25003244913681,59365.499935101725,59408.18503279186,59756.0,59288.0,59103.23788367107,57111.3935567755,True,59169.95236366227,59097.652654458936,57.127937368836605,217.68769257217062,72.2997092033329,32.65315388582559,True,59550.0,59538.0,59530.0,True,218.500064898275,-185.81496720814175,-1858.1496720814175,155.15911837919109,-2013.3087904606086,-0.9214225137177536,122449.64238572451,126817.98862414046,-4368.34623841595,intrabar_stop,10,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
106,2023-10-19 22:00:00+05:30,2023-10-19,2023-10-18,2023-10-19T17:00:00+05:30,2023-10-19 23:00:00+05:30,2023-10-23 09:00:00+05:30,LONG,59861.0,59874.0,60090.0,135.90194224206653,59602.196115515864,60222.1693722386,60740.0,59680.0,58403.75396622626,57697.134373412475,True,58369.808428981516,58269.42492430217,76.95215088394136,257.38302004330836,100.38350467934652,38.60745300649625,True,59846.0,59846.0,59633.0,True,271.8038844841358,216.0,2160.0,156.21131272000002,2003.78868728,0.7372185614944565,124453.43107300451,126817.98862414046,-2364.5575511359493,gap_stop,16,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
107,2023-10-26 09:00:00+05:30,2023-10-26,2023-10-25,2023-10-25T21:00:00+05:30,2023-10-26 10:00:00+05:30,2023-10-26 18:00:00+05:30,LONG,60820.0,60828.0,60523.76425288439,147.11787355780183,60533.76425288439,60533.76425288439,60880.0,60652.0,58757.355838487616,57826.313168610635,True,59273.38083007674,58813.09349965115,71.02318499757361,292.07954962287494,460.2873304255918,43.81193244343124,True,60740.0,60740.0,60645.0,True,294.2357471156065,-304.2357471156065,-3042.357471156065,157.26328060748773,-3199.6207517635526,-1.0874344069778876,121253.81032124096,126817.98862414046,-5564.178302899498,intrabar_stop,8,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
108,2023-10-27 23:00:00+05:30,2023-10-27,2023-10-26,2023-10-27T17:00:00+05:30,2023-10-30 09:00:00+05:30,2023-10-31 21:00:00+05:30,LONG,61014.0,60962.0,61086.04896717012,127.78415333576855,60706.431693328464,61096.04896717012,61480.0,60735.0,58834.9105114881,57855.2553261369,True,59618.78756864939,59058.114207440485,64.23997331940203,257.33411667885844,560.6733612089083,38.60011750182876,True,60880.0,60880.0,60835.0,True,255.56830667153554,124.04896717012161,1240.4896717012161,158.06680708807917,1082.4228646131369,0.4235356405144167,122336.2331858541,126817.98862414046,-4481.75543828636,intrabar_stop,27,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
109,2023-11-17 14:00:00+05:30,2023-11-17,2023-11-16,2023-11-17T09:00:00+05:30,2023-11-17 15:00:00+05:30,2023-11-17 20:00:00+05:30,LONG,60910.0,60911.0,60687.40265455726,106.79867272136914,60697.40265455726,60697.40265455726,60957.0,60654.0,59585.27489643184,58241.56273567647,True,60255.60082804308,59974.490023444436,62.50499796858442,250.8842421166624,281.1108045986475,37.632636317499355,True,60800.0,60800.0,60750.0,True,213.5973454427367,-223.5973454427367,-2235.973454427367,157.51947870410783,-2393.4929331314747,-1.1205630520221732,119942.74025272262,126817.98862414046,-6875.248371417838,intrabar_stop,5,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
110,2023-11-21 09:00:00+05:30,2023-11-21,2023-11-20,2023-11-20T21:00:00+05:30,2023-11-21 10:00:00+05:30,2023-11-22 20:00:00+05:30,LONG,60980.0,60990.0,61020.035005410624,122.3050030132754,60745.38999397345,61030.035005410624,61360.0,60657.0,59668.47482750206,58289.59886872909,True,60357.5759862365,60066.10452159413,58.29978854167073,230.12262117280065,291.4714646423745,34.518393175920096,True,60957.0,60957.0,60684.0,True,244.61000602655258,30.035005410623853,300.35005410623853,157.994685586377,142.35536851986154,0.058196870533746184,120085.09562124248,126817.98862414046,-6732.893002897981,intrabar_stop,25,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
111,2023-11-24 23:00:00+05:30,2023-11-24,2023-11-23,2023-11-24T17:00:00+05:30,2023-11-27 17:00:00+05:30,2023-12-04 13:00:00+05:30,LONG,61388.0,61409.0,63204.33147691994,65.2377363594314,61278.52452728114,63214.33147691994,63840.0,61093.0,59832.83258309995,58373.33737186541,True,60717.87780690732,60347.98731819689,65.50136112687599,189.21855175182915,369.89048871043633,28.382782762774372,True,61369.0,61360.0,61326.0,True,130.47547271886287,1795.3314769199424,17953.314769199424,161.06454530518175,17792.250223894243,13.636471172042754,137877.34584513673,137877.34584513673,0.0,intrabar_stop,71,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
112,2023-12-22 16:00:00+05:30,2023-12-22,2023-12-21,2023-12-22T09:00:00+05:30,2023-12-22 17:00:00+05:30,2023-12-26 14:00:00+05:30,LONG,62700.0,62723.0,62795.50633089128,104.70130857750996,62513.59738284498,62805.50633089128,63250.0,62257.0,61010.393476469355,59026.833966182916,True,61959.48956292138,61653.44606843618,62.08829037311307,248.35568386845563,306.04349448520225,37.25335258026834,True,62587.0,62587.0,62575.0,True,209.4026171550213,72.5063308912795,725.063308912795,161.19729591067917,563.8660130021159,0.26927362258547344,138441.21185813885,138441.21185813885,0.0,intrabar_stop,12,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
113,2023-12-27 22:00:00+05:30,2023-12-27,2023-12-26,2023-12-27T17:00:00+05:30,2023-12-27 23:00:00+05:30,2023-12-28 09:00:00+05:30,LONG,63262.0,63280.0,63067.56893141266,101.21553429367266,63077.56893141266,63077.56893141266,63317.0,62722.0,61139.55583890923,59099.36342899458,True,62253.415015690036,61869.26904885483,71.75281153636853,245.72838818666472,384.1459668352036,36.8592582279997,True,63250.0,63250.0,63249.0,True,202.43106858734245,-212.43106858734245,-2124.3106858734245,161.83609321090916,-2286.1467790843335,-1.1293458040004047,136155.0650790545,138441.21185813885,-2286.1467790843453,intrabar_stop,1,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
114,2023-12-28 10:00:00+05:30,2023-12-28,2023-12-27,2023-12-27T21:00:00+05:30,2023-12-28 11:00:00+05:30,2023-12-28 14:00:00+05:30,LONG,63461.0,63461.0,63209.493054779006,120.75347261049521,63219.493054779006,63219.493054779006,63462.0,63292.0,61223.96541385397,59141.081205820505,True,62293.86932880023,61897.30332511513,73.4941786899528,239.9620747447601,396.5660036851041,35.99431121171401,True,63317.0,63250.0,63459.0,False,241.50694522099366,-251.50694522099366,-2515.0694522099366,162.11367150578985,-2677.1831237157267,-1.1085325605298597,133477.8819553388,138441.21185813885,-4963.329902800062,intrabar_stop,3,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
115,2024-01-02 11:00:00+05:30,2024-01-02,2024-01-01,2024-01-01T13:00:00+05:30,2024-01-02 12:00:00+05:30,2024-01-02 20:00:00+05:30,LONG,63514.0,63524.0,63276.3951748701,118.80241256495053,63286.3951748701,63286.3951748701,63610.0,63001.0,61427.43770476292,59255.84785430388,True,62555.32272452671,62113.90159658733,63.05197188473721,236.72964282420673,441.4211279393785,35.50944642363101,True,63471.0,63471.0,63438.0,True,237.60482512989984,-247.60482512989984,-2476.0482512989984,162.2331808808266,-2638.281432179825,-1.1103652590966797,130839.60052315897,138441.21185813885,-7601.611334979883,intrabar_stop,8,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
116,2024-03-04 19:00:00+05:30,2024-03-04,2024-03-01,2024-03-04T13:00:00+05:30,2024-03-04 20:00:00+05:30,2024-03-12 16:00:00+05:30,LONG,63884.0,63902.0,65712.00372113849,127.80213908161807,63646.395721836765,65722.00372113849,66120.0,63477.0,61934.28708041298,60243.376600396434,True,62146.49886024489,62055.84853460234,82.2799120549837,232.87795590215904,90.65032564254943,34.931693385323854,True,63590.0,63526.0,63524.0,True,255.604278163235,1810.0037211384915,18100.037211384915,165.61092458717474,17934.42628679774,7.0164812638012215,148774.0268099567,148774.0268099567,0.0,intrabar_stop,78,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
117,2024-03-21 09:00:00+05:30,2024-03-21,2024-03-20,2024-03-20T21:00:00+05:30,2024-03-21 10:00:00+05:30,2024-03-21 19:00:00+05:30,LONG,66543.0,66553.0,66173.70112089871,184.64943955064513,66183.70112089871,66183.70112089871,66698.0,65556.0,63326.69081748371,60865.08647438839,True,64935.3864849948,64104.99041742736,57.73151494042441,207.18844671034734,830.3960675674389,31.0782670065521,True,65695.0,65842.0,65537.0,True,369.29887910129037,-379.29887910129037,-3792.9887910129037,167.5614705321131,-3960.550261545017,-1.0724512002807154,144813.47654841168,148774.0268099567,-3960.550261545024,intrabar_stop,9,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
118,2024-03-28 16:00:00+05:30,2024-03-28,2024-03-27,2024-03-28T09:00:00+05:30,2024-03-28 17:00:00+05:30,2024-04-01 15:00:00+05:30,LONG,66845.0,66856.0,68482.58149731247,139.82705102232805,66576.34589795534,68492.58149731247,69387.0,66295.0,63805.96869410213,61113.761356519484,True,65539.30447616325,64722.89475798998,62.14911577951718,283.47865571553507,816.409718173265,42.52179835733026,True,66785.0,66785.0,66642.0,True,279.65410204466025,1626.5814973124652,16265.814973124652,170.73535782685474,16095.079615297798,5.755352593657805,160908.55616370947,160908.55616370947,0.0,intrabar_stop,13,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
119,2024-04-03 23:00:00+05:30,2024-04-03,2024-04-02,2024-04-03T17:00:00+05:30,2024-04-04 09:00:00+05:30,2024-04-05 09:00:00+05:30,LONG,69500.0,69470.0,69021.0,178.75889856476854,69112.48220287047,69112.48220287047,69599.0,68566.0,64297.62309287093,61321.52554009564,True,66746.1742621089,65599.73052204281,81.24868357201231,392.9496900684392,1146.4437400660972,58.94245351026588,True,69387.0,69387.0,69380.0,True,357.5177971295343,-449.0,-4490.0,172.76745818,-4662.76745818,-1.3042056914695652,156245.78870552947,160908.55616370947,-4662.767458179995,gap_stop,15,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
120,2024-04-05 19:00:00+05:30,2024-04-05,2024-04-04,2024-04-05T13:00:00+05:30,2024-04-05 20:00:00+05:30,2024-04-10 18:00:00+05:30,LONG,69781.0,69787.0,70906.43229342705,178.88017740952301,69429.23964518095,70916.43229342705,71479.0,69387.0,64689.905054203424,61481.480233492424,True,67394.18740562178,66096.19144053107,75.90090219988434,356.3358200615757,1297.9959650907113,53.45037300923635,True,69599.0,69599.0,69445.0,True,357.76035481905274,1119.4322934270458,11194.322934270458,175.3945955711567,11018.928338699301,3.0799746786567312,167264.71704422878,167264.71704422878,0.0,intrabar_stop,43,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
121,2024-04-11 22:00:00+05:30,2024-04-11,2024-04-10,2024-04-11T17:00:00+05:30,2024-04-11 23:00:00+05:30,2024-04-12 21:00:00+05:30,LONG,71500.0,71500.0,72834.78436220901,226.2886323232858,71047.42273535342,72844.78436220901,73931.0,71127.0,65594.27710372198,61846.65213173988,True,68994.53856071629,67345.09672501266,74.39673909547753,390.1029648132302,1649.4418357036338,58.51544472198452,True,71479.0,71479.0,71235.0,True,452.57726464657753,1334.784362209015,13347.84362209015,178.78701125008217,13169.056610840067,2.9097919050626473,180433.77365506883,180433.77365506883,0.0,intrabar_stop,13,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
122,2024-05-10 09:00:00+05:30,2024-05-10,2024-05-09,2024-05-09T21:00:00+05:30,2024-05-10 10:00:00+05:30,2024-05-13 12:00:00+05:30,LONG,72040.0,72050.0,72108.0454084801,180.3102684300457,71689.3794631399,72118.0454084801,72751.0,71586.0,69022.84117558305,63716.53851773452,True,71224.79967640896,70613.56076790717,61.930612288537695,309.9557866639536,611.238908501793,46.49336799959303,True,71656.0,71656.0,71618.0,True,360.6205368600931,58.045408480102196,580.454084801022,178.1158402333838,402.3382445676382,0.11156831168595646,180836.11189963645,180836.11189963645,0.0,intrabar_stop,17,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
123,2024-05-15 20:00:00+05:30,2024-05-15,2024-05-14,2024-05-15T13:00:00+05:30,2024-05-15 21:00:00+05:30,2024-05-22 17:00:00+05:30,LONG,72880.0,72886.0,73727.68015379865,186.13500444780215,72513.7299911044,73737.68015379865,74345.0,72213.0,69382.61166117234,63967.493305522614,True,71642.75984588425,71001.8326336616,65.36425330342988,318.6091426155076,640.9272122226539,47.79137139232614,True,72751.0,72751.0,72491.0,True,372.2700088956044,841.6801537986466,8416.801537986466,180.65896136756555,8236.1425766189,2.212410986598859,189072.25447625536,189072.25447625536,0.0,intrabar_stop,63,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
124,2024-06-06 09:00:00+05:30,2024-06-06,2024-06-05,2024-06-05T21:00:00+05:30,2024-06-06 10:00:00+05:30,2024-06-07 13:00:00+05:30,LONG,72780.0,72791.0,72694.02250659079,189.27630517927926,72412.44738964144,72704.02250659079,73333.0,72354.0,70804.8592220429,65223.59211839562,True,72069.37598542318,71867.22230461684,58.22572290280404,349.1102973570098,202.15368080633925,52.36654460355147,True,72490.0,72490.0,72370.0,True,378.552610358558,-96.97749340921291,-969.7749340921291,179.25869973817063,-1149.0336338302998,-0.3035334065566095,187923.22084242507,189072.25447625536,-1149.0336338302877,intrabar_stop,18,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
125,2024-07-05 17:00:00+05:30,2024-07-05,2024-07-04,2024-07-05T13:00:00+05:30,2024-07-05 18:00:00+05:30,2024-07-05 18:00:00+05:30,LONG,72581.0,72593.0,72404.48046699348,89.25976650325704,72414.48046699348,72414.48046699348,72593.0,72356.0,71252.4106261148,66428.64519951073,True,71749.27530883822,71693.44735907656,70.39862405331944,241.31669468836245,55.82794976166042,36.19750420325437,True,72570.0,72555.0,72528.0,True,178.51953300651803,-188.51953300651803,-1885.1953300651803,178.77940450121815,-2063.9747345663986,-1.1561618495221135,185859.24610785866,189072.25447625536,-3213.008368396695,intrabar_stop,0,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
126,2024-07-05 19:00:00+05:30,2024-07-05,2024-07-04,2024-07-05T13:00:00+05:30,2024-07-05 20:00:00+05:30,2024-07-08 14:00:00+05:30,LONG,72851.0,72881.0,72620.87448489864,136.6117374441349,72607.77652511172,72630.87448489864,73086.0,72356.0,71252.4106261148,66428.64519951073,True,71749.27530883822,71693.44735907656,70.39862405331944,241.31669468836245,55.82794976166042,36.19750420325437,True,72570.0,72555.0,72763.0,False,273.22347488827654,-260.1255151013611,-2601.255151013611,179.20874178875772,-2780.4638928023687,-1.0176519034242297,183078.7822150563,189072.25447625536,-5993.472261199058,intrabar_stop,9,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
127,2024-07-11 18:00:00+05:30,2024-07-11,2024-07-10,2024-07-11T13:00:00+05:30,2024-07-11 19:00:00+05:30,2024-07-12 18:00:00+05:30,LONG,73108.0,73122.0,72844.14388746256,133.9280562687194,72854.14388746256,72854.14388746256,73230.0,72629.0,71449.27950578812,66670.14516709487,True,72166.96678043854,71951.23651323166,59.67039821712701,257.62624869233366,215.7302672068763,38.643937303850045,True,73086.0,73086.0,72694.0,True,267.8561125374399,-277.8561125374399,-2778.561125374399,179.6231968819233,-2958.1843222563225,-1.1043930617199704,180120.59789279997,189072.25447625536,-8951.656583455391,intrabar_stop,14,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
128,2024-07-15 16:00:00+05:30,2024-07-15,2024-07-12,2024-07-15T09:00:00+05:30,2024-07-15 17:00:00+05:30,2024-07-17 21:00:00+05:30,LONG,73268.0,73278.0,73931.80247874121,117.40722126344637,73043.1855574731,73941.80247874121,74498.0,73159.0,71582.47908242879,66799.0873186833,True,72390.01814672415,72098.97783845574,57.68787658314229,249.43699483433477,291.0403082684061,37.415549225150215,True,73230.0,73230.0,73171.0,True,234.81444252689835,653.8024787412141,6538.024787412141,181.12507744614393,6356.899709965997,2.7072013295084285,186477.49760276597,189072.25447625536,-2594.7568734893866,intrabar_stop,26,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
129,2024-09-02 14:00:00+05:30,2024-09-02,2024-08-30,2024-09-02T09:00:00+05:30,2024-09-02 15:00:00+05:30,2024-09-03 17:00:00+05:30,LONG,71953.0,71940.0,71630.13338784159,160.1043974093755,71619.79120518125,71640.13338784159,72020.0,71195.0,70861.75719741306,67887.47235259479,True,71112.66607561315,70864.45944193244,61.49162541668988,309.6577663652403,248.20663368070382,46.44866495478605,True,71916.0,71775.0,71876.0,False,320.20879481875454,-309.86661215841013,-3098.6661215841013,177.43486306862906,-3276.1009846527304,-1.0231139923895838,183201.39661811324,189072.25447625536,-5870.857858142117,intrabar_stop,17,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
130,2024-09-05 13:00:00+05:30,2024-09-05,2024-09-04,2024-09-05T09:00:00+05:30,2024-09-05 14:00:00+05:30,2024-09-06 19:00:00+05:30,LONG,72133.0,72153.0,71955.86620549121,153.93477089737655,71845.13045820524,71965.86620549121,72460.0,71722.0,70961.86447534092,68001.57586198191,True,71354.63234825255,71053.23788281118,59.719392000235445,293.32212213434747,301.39446544136445,43.998318320152116,True,72070.0,72070.0,71975.0,True,307.86954179476015,-197.1337945087871,-1971.337945087871,177.96911481945838,-2149.3070599073294,-0.6981226682502276,181052.08955820592,189072.25447625536,-8020.164918049442,intrabar_stop,20,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
131,2024-09-12 18:00:00+05:30,2024-09-12,2024-09-11,2024-09-12T13:00:00+05:30,2024-09-12 19:00:00+05:30,2024-09-17 10:00:00+05:30,LONG,72776.0,72762.0,73657.42896991599,144.0548105265754,72473.89037894685,73667.42896991599,74132.0,72221.0,71156.29592851504,68198.09015409955,True,71781.5486256992,71410.90442650393,58.07973406579145,256.0893667621142,370.64419919527427,38.41340501431713,True,72460.0,72460.0,72356.0,True,288.1096210531541,895.4289699159854,8954.289699159854,180.5040847040707,8773.785614455783,3.0452942121072324,189825.8751726617,189825.8751726617,0.0,intrabar_stop,36,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
132,2024-09-20 14:00:00+05:30,2024-09-20,2024-09-19,2024-09-20T09:00:00+05:30,2024-09-20 15:00:00+05:30,2024-09-26 18:00:00+05:30,LONG,74204.0,74214.0,75612.39566030221,145.86261241622918,73922.27477516755,75622.39566030221,76094.0,73787.0,71671.17288817445,68510.58901090466,True,72898.30641466104,72227.73763422092,71.72708049165709,299.57667775044735,670.5687804401241,44.9365016625671,True,74168.0,74132.0,74152.0,False,291.7252248324512,1398.3956603022089,13983.956603022089,183.79872899576208,13800.157874026327,4.7305329465260595,203626.03304668804,203626.03304668804,0.0,intrabar_stop,63,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
133,2024-10-01 22:00:00+05:30,2024-10-01,2024-09-30,2024-10-01T17:00:00+05:30,2024-10-01 23:00:00+05:30,2024-10-03 09:00:00+05:30,LONG,76161.0,76180.0,75771.0,172.9249920346111,75834.15001593078,75834.15001593078,76180.0,75250.0,72531.99540867368,68961.18838305584,True,74599.91536868675,73601.41580727353,66.86932807395405,323.65948578434484,998.4995614132204,48.548922867651726,True,76094.0,76094.0,75977.0,True,345.84998406922386,-409.0,-4090.0,185.00486898,-4275.00486898,-1.2360864727188574,199351.02817770804,203626.03304668804,-4275.004868980002,gap_stop,1,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
134,2024-10-16 11:00:00+05:30,2024-10-16,2024-10-15,2024-10-15T21:00:00+05:30,2024-10-16 12:00:00+05:30,2024-10-21 20:00:00+05:30,LONG,76150.0,76155.0,77417.19358813786,159.9914071855713,75835.01718562885,77427.19358813786,77947.0,75838.0,73493.83311093347,69579.38883395816,True,75228.92296224427,74549.05211444631,59.76828539452467,327.2309411928919,679.8708477979526,49.084641178933786,True,75990.0,75928.0,75910.0,True,319.9828143711493,1262.1935881378595,12621.935881378595,187.14535776941256,12434.790523609183,3.886080740944425,211785.8187013172,211785.8187013172,0.0,intrabar_stop,53,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
135,2024-10-22 20:00:00+05:30,2024-10-22,2024-10-21,2024-10-22T13:00:00+05:30,2024-10-22 21:00:00+05:30,2024-10-23 18:00:00+05:30,LONG,78042.0,78042.0,77998.11749892123,139.31446899350834,77763.37106201299,78008.11749892123,78497.0,77508.0,73992.45424692368,69864.40991318344,True,76168.30908501543,75289.61855744179,76.11602153902167,315.3826538073207,878.6905275736353,47.307398071098106,True,77947.0,77947.0,77913.0,True,278.62893798701407,-43.882501078769565,-438.82501078769565,188.86375288623898,-627.6887636739347,-0.22527766434051766,211158.12993764327,211785.8187013172,-627.6887636739411,intrabar_stop,12,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
136,2024-10-29 09:00:00+05:30,2024-10-29,2024-10-28,2024-10-28T21:00:00+05:30,2024-10-29 10:00:00+05:30,2024-10-31 18:00:00+05:30,LONG,78776.0,78784.0,79168.43916888407,168.38708727410756,78447.22582545178,79178.43916888407,79677.0,78517.0,74725.0035934294,70262.47716078868,True,77118.49601696564,76111.4714116993,65.5193866336617,381.09689206782184,1007.0246052663424,57.164533810173275,True,78539.0,78530.0,78481.0,True,336.7741745482199,384.43916888406966,3844.3916888406966,190.771431384117,3653.6202574565796,1.0848873024060959,214811.75019509986,214811.75019509986,0.0,intrabar_stop,38,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
137,2024-12-10 17:00:00+05:30,2024-12-10,2024-12-09,2024-12-10T13:00:00+05:30,2024-12-10 18:00:00+05:30,2024-12-11 12:00:00+05:30,LONG,77354.0,77367.0,77605.73932429346,167.17940655819373,77032.64118688361,77615.73932429346,78296.0,76999.0,75850.93830362927,71868.88367871869,True,76377.21424496117,76316.98132010258,64.92416492345038,353.41695901509127,60.232924858588376,53.01254385226369,True,77300.0,77273.0,77183.0,True,334.35881311638514,238.73932429346314,2387.3932429346314,188.00764358138935,2199.385599353242,0.657792022544257,217011.1357944531,217011.1357944531,0.0,intrabar_stop,9,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
138,2025-01-08 20:00:00+05:30,2025-01-08,2025-01-07,2025-01-08T13:00:00+05:30,2025-01-08 21:00:00+05:30,2025-01-14 15:00:00+05:30,LONG,77905.0,77910.0,78149.5345464653,183.6424203346371,77542.71515933072,78159.5345464653,78728.0,77514.0,76263.65090669502,72723.91040087272,True,76793.84431270827,76588.1006581533,61.67105661927308,344.7312506872532,205.74365455497173,51.70968760308798,True,77900.0,77900.0,77850.0,True,367.2848406692792,239.5345464652928,2395.345464652928,188.99474999608566,2206.3507146568422,0.6007192430366451,219217.48650910993,219217.48650910993,0.0,intrabar_stop,54,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
139,2025-01-16 09:00:00+05:30,2025-01-16,2025-01-15,2025-01-15T21:00:00+05:30,2025-01-16 10:00:00+05:30,2025-01-17 15:00:00+05:30,LONG,78844.0,78867.0,78733.1668980551,160.74976186582404,78545.50047626835,78743.1668980551,79190.0,78658.0,76679.10334578576,73042.75794365442,True,77680.73123572316,77194.76079245172,65.51008560806466,324.20261922563736,485.9704432714352,48.6303928838456,True,78728.0,78728.0,78663.0,True,321.49952373164706,-133.83310194489604,-1338.3310194489604,190.2442662993181,-1528.5752857482785,-0.475451804097902,217688.91122336165,219217.48650910993,-1528.5752857482876,intrabar_stop,20,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
140,2025-01-22 09:00:00+05:30,2025-01-22,2025-01-21,2025-01-21T21:00:00+05:30,2025-01-22 10:00:00+05:30,2025-01-27 09:00:00+05:30,LONG,79472.0,79482.0,79816.70406706551,146.1476215994873,79189.70475680103,79826.70406706551,80221.0,79179.0,77017.28906959145,73275.07191200095,True,78279.85499625215,77674.88146124403,63.662664884750285,298.6594004571332,604.9735350081173,44.798910068569974,True,79300.0,79300.0,79176.0,True,292.2952431989688,334.7040670655115,3347.040670655115,191.97391894564038,3155.0667517094744,1.0794109124662639,220843.97797507112,220843.97797507112,0.0,intrabar_stop,44,50,200,50,100,55,20,0.15,14,2.0,3.5,10,100,10
